STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_em,Employment indicator,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2009,,71.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2010,,72.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2011,,72.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2012,,73.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2013,,73.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2014,,74.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2015,,74.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2016,,75.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2017,,75.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2018,,75.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2019,,75.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2020,,74.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2021,,75.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2022,,76.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2023,,76.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2024,,77.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,AT,Austria,2025,,78.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BA,Bosnia and Herzegovina,2021,,50.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BA,Bosnia and Herzegovina,2022,,49.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BA,Bosnia and Herzegovina,2023,,50.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BA,Bosnia and Herzegovina,2024,,53.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BA,Bosnia and Herzegovina,2025,,54.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2009,,66.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2010,,67.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2011,,66.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2012,,66.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2013,,67.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2014,,68.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2015,,68.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2016,,68.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2017,,68.5,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2018,,69.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2019,,69.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2020,,69.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2021,,70.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2022,,71.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2023,,71.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2024,,71.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BE,Belgium,2025,,73.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2009,,68.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2010,,67.3,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2011,,66.6,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2012,,67.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2013,,68.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2014,,69.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2015,,69.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2016,,69.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2017,,71.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2018,,71.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2019,,73.7,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2020,,72.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2021,,72.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2022,,75.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2023,,75.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2024,,76.1,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,BG,Bulgaria,2025,,75.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2010,,77.2,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2011,,78.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2012,,79.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2013,,79.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2014,,80.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2015,,80.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2016,,81.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2017,,81.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2018,,82.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2019,,82.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2020,,82.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2021,,82.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2022,,82.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2023,,82.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2024,,83.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CH,Switzerland,2025,,83.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2009,,72.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2010,,73.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2011,,73.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2012,,72.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2013,,73.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2014,,75.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2015,,74.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2016,,73.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2017,,74.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2018,,75.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2019,,76.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2020,,75.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2021,,76.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2022,,78.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2023,,79.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2024,,79.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CY,Cyprus,2025,,80.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2009,,66.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2010,,66.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2011,,66.9,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2012,,68.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2013,,69.5,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2014,,69.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2015,,70.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2016,,71.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2017,,73.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2018,,74.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2019,,74.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2020,,74.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2021,,74.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2022,,75.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2023,,76.8,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2024,,78.1,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,CZ,Czechia,2025,,79.9,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2009,,72.7,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2010,,73.2,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2011,,74.1,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2012,,74.3,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2013,,75.0,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2014,,75.4,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2015,,75.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2016,,76.2,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2017,,76.6,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,F,Females,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,DE,Germany,2018,,77.0,,,,,
