STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_em,Employment indicator,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2013,,184,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2014,,192,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2015,,199,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2016,,208,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2017,,220,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2018,,236,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2019,,252,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2020,,262,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2021,,265,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2022,,282,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2023,,301,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2024,,316,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,MT,Malta,2025,,327,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2009,,8150,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2010,,8143,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2011,,8157,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2012,,8247,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2013,,8308,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2014,,8254,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2015,,8277,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2016,,8295,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2017,,8331,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2018,,8389,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2019,,8487,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2020,,8539,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2021,,8618,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2022,,8781,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2023,,8931,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2024,,8978,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NL,Netherlands,2025,,9006,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2009,,2394,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2010,,2410,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2011,,2445,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2012,,2474,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2013,,2506,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2014,,2531,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2015,,2561,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2016,,2577,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2017,,2572,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2018,,2604,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2019,,2622,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2020,,2636,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2021,,2633,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2022,,2655,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2023,,2675,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2024,,2693,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,NO,Norway,2025,,2699,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2009,,16281,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2010,,16188,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2011,,16331,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2012,,16504,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2013,,16562,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2014,,16656,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2015,,16668,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2016,,16584,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2017,,16604,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2018,,16511,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2019,,16849,,b,break in time series,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2020,,16821,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2021,,17252,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2022,,17223,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2023,,17251,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2024,,17163,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PL,Poland,2025,,17161,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2009,,4882,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2010,,4902,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2011,,4919,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2012,,4865,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2013,,4815,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2014,,4816,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2015,,4817,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2016,,4824,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2017,,4870,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2018,,4885,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2019,,4899,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2020,,4826,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2021,,4897,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2022,,5000,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2023,,5114,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2024,,5176,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,PT,Portugal,2025,,5313,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2009,,8012,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2010,,7825,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2011,,7755,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2012,,7789,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2013,,7793,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2014,,7867,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2015,,7937,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2016,,7889,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2017,,8005,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2018,,7975,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2019,,8002,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2020,,8007,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2021,,8050,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2022,,8112,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2023,,7987,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2024,,8126,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RO,Romania,2025,,8031,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2010,,2958,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2011,,2876,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2012,,2875,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2013,,2942,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2014,,2943,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2015,,2912,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2016,,2956,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2017,,2969,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2018,,2985,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2019,,2886,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2020,,2827,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2021,,2936,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2022,,2958,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2023,,2960,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2024,,2977,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,RS,Serbia,2025,,2960,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,SE,Sweden,2005,,4421,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,SE,Sweden,2006,,4453,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,SE,Sweden,2007,,4508,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,SE,Sweden,2008,,4548,,,,,
dataflow,ESTAT:LFSI_EMP_A(1.0),Employment and labour force by sex and age - annual data,A,Annual,ACT,Persons in the labour force,T,Total,Y20-64,From 20 to 64 years,THS_PER,Thousand persons,SE,Sweden,2009,,4564,,,,,
